ORG,COMPSS,PITCH,ROLL,CLIFF,LFT,CTR,RHT,LASTLFT,LASTRHT,LFTAVG,RHTAVG,DTURN,DDIR
000,243,-1712,2480,82,40,22,18,1088,11879,2654,3645,0,FWD
001,241,-4576,-672,85,40,30,17,1361,12152,2668,3645,501,0RT
000,199,-5504,-2640,86,40,60,35,1012,13164,2513,3645,0,FWD
TOF,188,-4848,1376,126,40,0,40,3652,15804,2645,3645,1473,ART
000,32,-4032,448,85,40,48,40,2009,17813,2718,3645,0,FWD
010,70,1360,256,84,40,0,40,4011,19815,2818,3645,370,ART
000,21,-4096,-432,82,40,48,23,560,20375,2610,3645,0,FWD
001,20,144,-2048,86,40,39,17,1106,20921,2638,3645,370,0RT
000,353,-1600,-4320,85,40,32,40,881,21802,2658,3645,0,FWD
100,353,-3280,-2272,86,17,26,18,2429,23350,2735,3645,504,1RT
000,36,-2688,-1504,85,30,27,24,1014,24364,2620,3645,0,FWD
001,284,944,-688,94,37,89,17,1560,24910,2647,3645,518,0RT
000,264,-3232,1728,82,40,43,40,1028,25938,2602,3645,0,FWD
111,258,-2720,-4240,82,13,14,16,2939,27849,2698,3645,926,0RT
000,190,-2320,576,82,40,48,40,1756,29605,2590,3645,0,FWD
TOF,184,-176,240,127,40,0,40,4395,32244,2722,3645,1375,ART
000,58,-3552,416,84,40,48,40,1911,34155,2761,3645,0,FWD
010,69,-1248,528,82,40,0,40,3826,36070,2857,3645,370,ART
001,20,-2336,-432,81,40,23,11,561,36631,2640,3645,370,0RT
000,21,-2560,-144,87,40,34,40,880,37511,2660,3645,0,FWD
100,348,-1584,3024,84,17,16,21,2976,39607,2765,3645,460,1RT
000,326,-4816,-4160,84,37,26,23,971,40578,2751,3645,0,FWD
001,302,-6944,1728,104,32,40,16,1517,41124,2779,3645,556,0RT
000,266,-3248,-1216,84,40,36,40,1067,42191,2573,3645,0,FWD
001,243,1296,-5040,85,25,16,17,2706,43830,2655,3645,375,0RT
000,244,-2096,2928,83,40,30,20,886,44716,2676,3645,0,FWD
010,200,-1344,1792,80,26,15,36,2252,46082,2744,3645,463,0RT
000,190,2704,-2096,86,40,34,26,1052,47134,2657,3645,0,FWD
TOF,183,-2720,-784,123,40,46,40,1873,47955,2698,3645,1401,0RT
000,52,-4464,272,79,40,46,39,2338,50293,2735,3645,0,FWD
100,68,-704,1392,100,17,39,40,4158,52113,2826,3645,611,1RT
111,349,-2352,-944,75,8,13,12,722,52835,2706,3645,479,0RT
000,298,-2192,4656,92,40,39,22,1310,54145,2271,3645,0,FWD
001,297,-384,4032,85,37,45,17,1674,54509,2289,3645,555,0RT
000,267,-1904,-560,83,40,47,40,1065,55574,2315,3645,0,FWD
001,236,-1392,-976,83,40,23,17,2431,56940,2383,3645,727,0RT
000,194,-592,3104,83,40,44,40,1238,58178,2369,3645,0,FWD
001,159,-736,-2736,83,40,34,17,3607,60547,2487,3645,370,0LF
000,185,2960,-912,56,40,18,32,4087,480,2511,3594,0,FWD
100,198,-240,4160,71,15,25,28,4178,571,2516,3599,436,1LF
000,234,-2544,2224,86,27,18,35,5124,946,2563,3146,0,FWD
010,239,-1712,1536,86,40,12,30,5579,1401,2586,3169,658,1LF
000,311,-4480,4208,89,36,55,40,6827,1248,2648,3207,0,FWD
010,340,-2736,928,85,27,14,25,8921,3342,2753,3312,615,1LF
000,20,-1344,-1504,81,32,39,40,10127,1206,2807,3328,0,FWD
100,85,2272,1488,84,17,35,40,11949,3028,2807,3419,704,1LF
000,123,-2160,800,79,40,23,40,13164,1215,2807,3413,0,FWD
010,149,-5264,432,88,19,15,40,14074,2125,2807,3459,397,1LF
000,145,-3168,-352,87,24,40,40,15061,987,2807,3008,0,FWD
100,160,-1600,3424,84,16,54,40,15698,1624,2807,3040,539,1LF
000,208,-880,-1536,87,40,57,40,16748,1050,2807,3064,0,FWD
100,215,-1408,1728,51,14,20,40,19842,4144,2807,3218,370,1RT
000,174,-6864,160,85,40,16,40,480,4624,2763,3242,0,FWD
010,160,-1904,2416,84,40,12,40,572,4716,2768,3247,370,0RT
000,157,1152,-320,84,40,75,40,960,5676,2633,3295,0,FWD
TOF,164,2352,2352,152,40,0,40,5149,9865,2842,3505,1256,ART
000,105,-1232,2432,84,40,35,40,1793,11658,2731,3511,0,FWD
001,106,1760,-2864,80,22,31,16,2248,12113,2754,3511,370,0RT
000,88,-1008,-3232,89,40,27,40,881,12994,2743,3511,0,FWD
100,134,-3248,3024,83,16,16,40,1701,13814,2784,3511,546,1RT
000,63,-4128,-1104,93,40,100,19,1057,14871,2715,3511,0,FWD
100,120,1632,2224,83,17,18,40,1877,15691,2756,3511,436,1RT
001,64,-6720,-3312,84,40,84,14,946,16637,2726,3511,716,0RT
000,48,560,-3104,43,40,95,40,1227,17864,2640,3511,0,FWD
001,26,80,5536,91,40,40,17,1864,18501,2672,3511,537,0RT
000,22,-3520,-5760,97,40,99,40,1047,19548,2505,3511,0,FWD
TOF,115,-3984,-1776,130,40,40,40,1776,20277,2541,3511,1350,0RT
000,333,-3424,3488,79,40,36,40,2288,22565,2464,3511,0,FWD
001,7,-2352,-1600,85,40,26,16,6567,26844,2678,3511,370,0LF
011,52,-3584,1888,86,25,15,8,7047,480,2702,3476,701,0LF
100,116,608,-2512,83,12,28,40,8259,1212,2763,3464,480,1LF
000,159,-2224,-1120,80,40,75,40,9249,990,2812,3284,0,FWD
100,180,-2320,-2144,86,16,32,29,12164,3905,2850,3429,370,1RT
010,153,-2912,-2208,83,40,15,29,481,4386,2846,3453,370,0RT
000,97,-4096,-2608,84,40,27,40,960,5346,2745,3501,0,FWD
001,123,864,-3776,84,40,40,17,4694,9080,2932,3688,370,0LF
000,127,-4656,-1680,84,40,28,38,5174,480,2956,3688,0,FWD
100,157,-5088,-16,85,13,25,28,5538,844,2974,3706,370,1LF
000,179,-1632,-864,83,32,30,40,6418,880,3018,3250,0,FWD
010,163,-2944,448,85,40,15,21,7421,1883,3068,3300,608,1LF
000,245,3120,-2592,84,40,25,32,8620,1199,3128,3336,0,FWD
010,199,-1488,-2896,82,40,15,24,9075,1654,3151,3359,691,1LF
000,278,2736,5232,87,40,50,40,10357,1282,3197,2923,0,FWD
001,253,-3552,1184,89,40,20,16,13546,4471,3197,3083,370,0LF
010,6,-208,4240,92,11,15,28,14026,480,3197,3083,370,1LF
000,58,-2112,-144,87,26,36,40,14907,881,3197,3072,0,FWD
100,110,-3184,1728,99,16,56,40,15090,1064,3197,3082,524,1LF
000,114,-5648,3712,83,40,39,40,16125,1035,3197,2999,0,FWD
100,124,-1248,1440,82,15,96,40,18673,3583,3197,3126,718,1LF
000,193,-4256,-1344,84,37,54,40,19901,1228,3197,2932,0,FWD
011,184,-2656,-992,91,40,15,16,22176,3503,3197,3045,498,0LF
000,221,-128,592,84,25,27,38,23185,1009,3197,3067,0,FWD
100,237,-3008,-1728,85,16,30,40,23731,1555,3197,3095,424,1LF
000,241,-3808,-1488,85,35,22,40,24665,934,3197,2641,0,FWD
010,260,-4432,1248,85,21,12,40,24938,1207,3197,2655,625,1LF
000,312,-576,-784,84,40,72,40,26154,1216,3197,2687,0,FWD
010,31,592,2528,89,16,15,40,29613,4675,3197,2860,370,1RT
001,335,2384,400,84,21,40,10,480,5155,3145,2884,370,0RT
000,268,-448,-1376,87,40,29,23,881,6036,3054,2928,0,FWD
001,268,-2304,1632,87,40,27,17,1063,6218,3063,2937,707,0RT
000,213,-1776,-1168,87,40,47,40,1217,7435,3011,2998,0,FWD
100,225,-1568,-3520,80,9,22,40,3219,9437,3111,3098,389,1RT
000,199,-960,-1856,83,40,17,40,899,10336,3063,3126,0,FWD
001,178,-1280,2928,84,40,18,16,1172,10609,3076,3126,458,0RT
000,159,-208,1440,85,40,48,40,968,11577,2917,3126,0,FWD
001,159,-320,3104,78,25,30,17,3061,13670,3021,3126,394,0RT
000,135,-2944,-2992,84,35,38,40,906,14576,3031,3126,0,FWD
100,146,-2560,-6752,85,15,26,20,1727,15397,3072,3126,455,1RT
001,39,-4128,-688,84,40,43,7,966,16363,3036,3126,658,0RT
000,327,-4672,-4112,81,40,73,40,1168,17531,2973,3126,0,FWD
CTG,44,-272,576,88,40,0,40,6084,22447,3219,3126,370,CRT
000,11,-1664,464,85,40,37,18,6543,22906,3242,3126,0,FWD
001,284,112,3056,87,40,48,17,6907,23270,3260,3126,370,0LF
001,34,-2992,4272,81,25,79,7,7389,482,3284,3080,678,0LF
000,105,960,-1344,85,40,46,40,8577,1188,3343,2973,0,FWD
001,132,-1072,-1424,85,38,31,17,10399,3010,3415,3064,609,0LF
010,155,-848,1632,90,40,14,40,11519,1120,3415,2968,464,1LF
100,159,-3744,3136,84,14,20,40,12573,1054,3415,2915,517,1LF
000,193,3520,2096,88,40,40,40,13600,1027,3415,2885,0,FWD
100,233,16,-960,79,16,38,36,17331,4758,3415,3072,370,1RT
000,185,-4480,-464,86,39,26,40,480,5238,2939,3096,0,FWD
100,202,-928,-736,85,17,32,28,1117,5875,2970,3127,410,1RT
000,178,-400,-576,83,40,49,40,921,6796,2988,3173,0,FWD
101,170,2176,-1904,87,15,20,16,3105,8980,3097,3283,694,0RT
000,131,-400,-2816,84,40,22,28,1285,10265,2904,3334,0,FWD
001,134,-4352,1520,89,40,19,16,1649,10629,2922,3334,450,0RT
000,80,-240,3776,79,40,61,40,961,11590,2858,3334,0,FWD
CTG,131,816,3200,80,40,0,40,5880,16509,3104,3334,370,CLF
000,140,-224,3264,84,40,78,40,6336,16965,3127,3334,0,FWD
100,145,608,-320,84,17,40,40,10159,20788,3310,3334,370,1RT
000,159,1440,336,87,40,62,40,481,21269,3249,3334,0,FWD
001,120,-1216,3072,83,40,33,14,845,21633,3267,3334,370,0RT
000,84,416,-1728,87,40,55,40,881,22514,3217,3334,0,FWD
010,94,-1120,-384,83,40,14,40,1700,23333,3258,3334,566,0RT
000,13,-1568,-112,90,40,40,40,1156,24489,3269,3334,0,FWD
CTG,77,-2816,-4448,83,40,0,40,6075,29408,3515,3334,370,CRT
000,0,-320,1792,81,40,60,40,6531,29864,3537,3334,0,FWD
001,38,1104,-960,96,40,33,16,10536,33869,3711,3334,370,0LF
000,63,-464,-368,85,40,18,40,11016,480,3711,2858,0,FWD
001,100,-3904,112,85,40,23,8,11107,571,3711,2862,495,0LF
111,101,-2128,1264,84,10,13,9,12113,1006,3711,2888,613,1LF
000,170,1152,240,84,40,40,40,13557,1444,3711,2900,0,FWD
CTG,186,1200,3520,83,40,0,40,18475,6362,3711,3146,370,CLF
000,162,-3056,928,84,40,39,40,18932,6819,3711,3169,0,FWD
100,215,-1568,2192,86,17,44,38,20024,7911,3711,3223,370,1RT
000,181,-1888,-1968,85,40,29,40,481,8392,3642,3247,0,FWD
001,196,-3488,4048,81,40,21,14,1027,8938,3669,3275,370,0RT
000,144,-5584,-2800,84,32,78,40,880,9818,3624,3319,0,FWD
100,156,-1008,320,83,14,49,40,2063,11001,3683,3328,555,1RT
000,126,-3376,448,85,36,40,24,1066,12067,3237,3328,0,FWD
001,109,1168,368,76,40,28,16,1339,12340,3250,3328,401,0RT
000,79,-2768,-400,84,40,35,26,912,13252,3272,3328,0,FWD
001,57,-2896,4272,81,40,67,17,1276,13616,3290,3328,382,0RT
000,16,-1616,-368,84,40,98,30,892,14508,2835,3328,0,FWD
CTG,19,-2576,3280,87,40,0,40,5810,19426,3080,3328,370,CRT
100,40,-2816,-4464,84,7,51,40,6267,19883,3103,3328,370,1RT
001,322,1792,-816,81,40,17,9,480,20363,3103,3328,370,0RT
000,270,-3152,-1024,81,40,48,40,880,21243,3094,3328,0,FWD
CTG,281,-3632,160,86,40,0,40,5796,26159,3340,3328,370,CLF
100,313,-576,1120,87,14,54,40,6254,26617,3363,3328,370,1RT
010,333,-2960,-912,90,22,14,40,481,27098,3226,3328,370,0RT
000,283,1744,-4160,83,29,40,35,960,28058,3215,3328,0,FWD
100,243,-384,2896,85,14,27,23,1779,28877,3256,3328,614,1RT
000,222,-1920,1968,81,40,99,40,1124,30001,3159,3328,0,FWD
CTG,209,3136,-1520,89,40,0,40,6040,34917,3405,3328,370,CLF
000,244,-1856,3648,87,40,40,40,6499,35376,3428,3328,0,FWD
001,256,384,1600,85,40,26,17,9234,38111,3565,3328,370,0LF
000,284,-1136,-288,83,40,20,40,9715,481,3589,2898,0,FWD
010,293,-768,512,88,40,14,40,9897,663,3598,2907,370,1LF
011,340,-2224,-3424,82,40,11,16,10857,960,3603,2913,556,0LF
000,10,560,-3008,81,40,56,40,11924,1067,3603,2872,0,FWD
100,32,-4656,4272,86,17,52,40,13927,3070,3603,2972,687,1LF
000,100,-2976,-1920,87,40,88,40,15125,1198,3603,2949,0,FWD
010,131,-6416,3104,86,40,0,40,19679,5752,3603,3177,370,ALF
010,165,-272,1280,83,40,15,32,20239,560,3603,2982,370,1LF
001,183,-2928,-1104,82,40,27,7,21200,961,3603,3006,395,0LF
100,222,-3792,448,84,17,36,40,22106,906,3603,2998,425,1LF
000,231,1312,-3536,84,40,62,40,23041,935,3603,2865,0,FWD
CTG,249,-2032,496,84,40,0,40,27956,5850,3603,3111,370,CLF
000,277,288,1520,87,40,34,22,28415,6309,3603,3134,0,FWD
001,321,992,-416,82,33,27,16,28780,6674,3603,3152,370,0LF
100,311,-1472,-5200,87,17,16,40,29261,481,3603,3001,370,1LF
000,35,-7440,-3792,84,40,55,40,30141,880,3603,2967,0,FWD
100,43,-4080,-2608,85,16,46,40,32417,3156,3603,3081,510,1LF
000,94,-2192,-2080,87,40,40,40,33438,1021,3603,3072,0,FWD
CTG,76,-1632,2336,84,40,0,40,38353,5936,3603,3318,370,CRT
000,88,-3328,-5872,89,40,39,40,38811,6394,3603,3341,0,FWD
001,69,-112,-1504,86,25,28,15,42907,10490,3603,3521,370,0LF
000,118,112,-4208,41,18,31,21,43388,481,3603,3045,0,FWD
100,142,2816,3888,47,17,29,29,43479,572,3603,3049,370,1LF
000,165,-2784,3152,84,40,32,25,44360,881,3603,3069,0,FWD
001,163,688,2672,85,27,30,16,44815,1336,3603,3092,475,0LF
000,159,-2448,480,87,32,25,40,45801,986,3603,2991,0,FWD
010,197,-3440,1328,86,17,11,40,46165,1350,3603,3009,602,1LF
000,243,-3424,2032,86,40,79,40,47278,1113,3603,3009,0,FWD
CTG,252,-80,-1424,80,40,0,40,52194,6029,3603,3255,370,CLF
000,284,-720,704,83,40,90,40,52653,6488,3603,3278,0,FWD
010,320,1184,32,85,40,0,40,54473,8308,3603,3369,370,ALF
100,356,-288,-896,85,12,44,40,55033,560,3603,3344,370,1LF
000,33,-288,2384,83,40,98,40,55912,879,3603,2888,0,FWD
001,91,-2928,656,84,40,22,17,58827,3794,3603,3034,370,0LF
000,92,1712,2560,84,21,24,40,59307,480,3603,3029,0,FWD
100,100,-6672,1392,82,16,25,40,59398,571,3603,3034,370,1LF
000,112,-1040,-1952,87,40,40,40,60278,880,3603,3027,0,FWD
CTG,138,-4752,-128,89,40,0,40,65193,5795,3603,3273,370,CLF
000,179,-1040,-1520,85,33,23,30,65653,6255,3603,3296,0,FWD
100,168,-3264,1552,82,15,20,40,65926,6528,3603,3310,370,1RT
001,157,-832,1472,89,35,17,12,481,7009,3541,3334,370,0RT
000,115,-2496,-3776,86,39,28,40,880,7889,3537,3378,0,FWD
010,136,-320,1744,96,18,15,32,1881,8890,3587,3428,687,0RT
000,70,-1568,5472,88,40,54,40,1277,10167,3151,3483,0,FWD
001,61,-2224,-1280,81,40,23,15,4736,13626,3324,3483,370,0LF
010,62,-1568,2240,86,40,15,40,5217,481,3348,3007,370,1LF
010,111,-1664,-592,91,14,12,39,6177,960,3396,3022,557,1LF
000,141,4176,2928,84,34,29,40,7244,1067,3449,3027,0,FWD
100,165,-2032,3584,85,16,41,40,7608,1431,3467,3046,469,1LF
000,226,-1472,2048,81,40,38,40,8588,980,3516,2941,0,FWD
001,206,-3072,-1808,16,40,50,10,12775,5167,3587,3151,370,0LF
100,232,352,96,83,10,50,40,13255,480,3587,2887,370,1LF
000,250,-2336,-992,84,20,40,40,14135,880,3587,2903,0,FWD
CTG,285,-128,-144,81,40,0,40,19052,5797,3587,3149,370,CLF
000,301,-3712,-512,82,20,50,40,19510,6255,3587,3172,0,FWD
100,289,3952,2048,85,14,17,40,21603,8348,3587,3276,370,1RT
011,312,-2528,4512,87,27,13,13,481,8829,3555,3300,370,0RT
000,306,-3200,-2192,84,22,31,40,880,9709,3444,3344,0,FWD
100,235,-1024,-5456,86,9,26,22,971,9800,3448,3349,727,1RT
000,234,-1456,1840,83,40,40,40,1238,11038,3428,3359,0,FWD
CTG,218,144,-2192,85,40,0,40,6154,15954,3673,3359,370,CLF
000,235,-496,-720,84,40,72,40,6612,16412,3696,3359,0,FWD
001,241,-1520,2064,81,40,35,17,8342,18142,3783,3359,370,0LF
000,272,-1264,2704,81,40,39,40,8822,480,3807,3335,0,FWD
001,256,-6496,1936,84,40,34,17,8913,571,3811,3339,605,0LF
000,313,-2032,1968,80,28,80,40,10028,1115,3866,3350,0,FWD
100,331,-5168,112,83,16,40,40,10119,1206,3866,3354,523,1LF
000,48,-2624,-1568,84,34,58,40,11152,1033,3866,3072,0,FWD
CTG,127,-2704,1264,82,40,0,40,16067,5948,3866,3318,370,CLF
000,99,-1504,6864,80,40,40,40,16526,6407,3866,3341,0,FWD
100,116,-1808,1472,76,17,75,22,20442,10323,3866,3521,370,1RT
000,125,4816,-1840,90,22,30,40,481,10804,3390,3521,0,FWD
101,140,-2384,-1120,47,14,74,17,847,11170,3408,3521,370,0RT
001,123,-2576,-752,86,40,31,14,959,12129,3414,3521,709,0RT
000,22,-1072,-1920,86,40,91,40,1220,13349,3390,3521,0,FWD
001,59,1216,2224,83,40,62,17,4862,16991,3572,3521,370,0LF
000,93,-3488,1344,88,40,36,40,5342,480,3596,3521,0,FWD
010,76,-2208,-1600,90,38,15,29,6435,1573,3651,3575,370,1LF
000,126,-656,-3712,81,27,24,40,7395,960,3699,3466,0,FWD
100,122,816,5648,79,17,29,32,8032,1597,3730,3497,569,1LF
000,156,-544,-16,81,26,32,40,9112,1080,3784,3051,0,FWD
100,139,-10256,3040,45,12,25,40,11205,3173,3829,3156,734,1LF
000,211,-1328,-5088,85,29,89,40,12449,1244,3829,3190,0,FWD
100,212,-704,4640,84,17,45,40,12904,1699,3829,3212,569,1LF
000,244,-64,368,82,40,40,40,13983,1079,3829,3200,0,FWD
CTG,288,336,656,84,40,0,40,18898,5994,3829,3445,370,CRT
000,257,-2032,-208,83,40,55,40,19358,6454,3829,3468,0,FWD
001,257,3376,-4096,86,28,17,15,21362,8458,3829,3568,370,0LF
000,315,-1424,1952,88,22,16,40,21842,480,3829,3525,0,FWD
100,254,2768,544,90,16,24,40,21933,571,3829,3530,370,1LF
000,49,-832,2912,86,40,46,35,22814,881,3829,3158,0,FWD
100,13,-1584,-1216,79,15,26,25,25819,3886,3829,3308,370,1RT
111,3,-352,-3504,29,13,15,15,481,4367,3353,3332,491,0RT
000,280,672,-1216,76,40,28,21,1320,5687,3368,3398,0,FWD
001,243,2736,-1472,31,40,24,17,1593,5960,3381,3412,445,0RT
000,249,-528,2864,83,25,29,40,955,6915,3326,3460,0,FWD
100,267,-2096,-1312,80,17,18,40,1683,7643,3362,3496,479,1RT
000,237,-1120,-5008,86,40,19,19,990,8633,3345,3546,0,FWD
001,201,-3616,1696,84,40,58,17,1263,8906,3358,3559,518,0RT
000,205,-3360,4608,85,40,83,40,1028,9934,3346,3611,0,FWD
CTG,172,-4464,2992,82,40,0,40,5944,14850,3592,3614,370,CLF
000,218,448,1792,82,40,63,40,6402,15308,3615,3614,0,FWD
CTG,221,-3376,2016,89,40,0,40,10954,19860,3795,3614,370,CLF
000,246,-1808,-240,91,40,40,40,11403,20309,3795,3614,0,FWD
CTG,256,-3520,-1344,83,40,0,40,15956,24862,3795,3614,370,CLF
000,282,-2336,1184,81,40,69,40,16404,25310,3795,3614,0,FWD
CTG,325,-3776,1008,83,40,0,40,20959,29865,3795,3614,370,CRT
000,278,-1296,-1920,84,27,37,40,21406,30312,3795,3614,0,FWD
100,265,912,-3392,87,16,35,40,21953,30859,3795,3614,370,1RT
011,260,160,1680,86,40,10,11,481,31340,3505,3614,370,0RT
000,233,-4928,1040,82,40,52,40,880,32220,3525,3614,0,FWD
001,216,784,2688,95,34,35,16,2883,34223,3625,3614,443,0RT
000,205,1088,544,85,40,48,40,954,35177,3360,3614,0,FWD
100,201,-6320,3632,86,14,19,40,3048,37271,3465,3614,630,1RT
000,145,-2704,5616,81,40,52,40,1140,38411,3498,3614,0,FWD
001,144,2544,-7472,80,39,32,17,2962,40233,3589,3614,409,0RT
000,144,1056,864,84,40,34,36,920,41153,3546,3614,0,FWD
001,116,1728,2720,83,40,40,17,1740,41973,3587,3614,620,0RT
000,62,1520,-112,85,40,63,40,1130,43103,3144,3614,0,FWD
010,75,-880,1392,87,16,12,40,3769,45742,3276,3614,417,1RT
011,46,288,-480,87,40,15,7,528,46270,3278,3614,370,0RT
000,337,-864,-544,82,40,54,40,880,47150,3228,3614,0,FWD
001,332,-2400,1216,86,40,34,16,4612,50882,3415,3614,370,0LF
000,13,-2224,240,81,33,70,40,5093,481,3439,3610,0,FWD
101,59,-2848,848,81,14,16,7,5275,663,3448,3619,370,1LF
111,126,-1536,96,84,9,12,9,6236,961,3496,3478,676,1LF
000,141,-6800,4656,85,40,46,40,7742,1506,3571,3524,0,FWD
010,117,-1360,-1856,76,40,11,40,9653,3417,3667,3620,693,1LF
000,121,-448,-2752,92,40,57,40,10936,1283,3684,3184,0,FWD
100,216,1648,4496,85,16,31,40,15762,6109,3684,3425,370,1RT
000,180,-2368,-1968,90,28,16,18,480,6589,3208,3449,0,FWD
010,205,-384,-880,91,40,15,19,571,6680,3213,3454,370,0RT
000,162,-4208,480,80,28,25,19,961,7641,3237,3502,0,FWD
001,164,-6144,288,80,23,33,13,1143,7823,3246,3511,698,0RT
001,114,-2400,496,80,32,40,17,1209,9032,3258,3572,506,0RT
000,48,-1808,1648,83,40,66,40,1016,10048,2808,3620,0,FWD
001,77,144,-1344,87,40,30,14,4293,13325,2972,3620,370,0LF
100,104,-3952,1392,85,12,21,34,4773,480,2996,3620,370,1LF
000,125,-3040,384,86,40,27,40,5654,881,3040,3616,0,FWD
100,126,-560,-1664,82,17,23,40,6200,1427,3068,3643,691,1LF
000,192,-2160,-2000,86,40,39,40,7401,1201,3128,3632,0,FWD
100,189,176,2912,81,15,36,40,8948,2748,3205,3709,679,1LF
000,243,16,1056,84,40,48,40,10137,1189,3258,3510,0,FWD
100,240,-176,-160,89,15,38,38,11411,2463,3258,3574,476,1LF
000,218,688,-512,84,40,55,40,12397,986,3258,3599,0,FWD
100,315,-3008,2784,87,16,26,40,14855,3444,3258,3722,497,1LF
000,10,816,-1232,86,30,27,40,15862,1007,3258,3272,0,FWD
100,348,176,1632,88,16,22,40,16499,1644,3258,3304,688,1LF
000,69,-3776,1888,86,40,48,40,17697,1198,3258,3336,0,FWD
010,82,-4624,-192,85,40,0,40,20245,3746,3258,3463,370,ART
010,65,496,-2528,93,40,14,22,560,4306,3243,3491,370,0RT
000,36,-1184,48,83,40,34,40,961,5267,3243,3539,0,FWD
010,346,-880,528,88,21,13,32,2691,6997,3330,3626,739,0RT
000,296,-3760,-1456,81,40,50,40,1330,8327,2896,3692,0,FWD
100,268,-48,400,82,17,31,40,3059,10056,2983,3776,647,1RT
000,188,1776,3280,84,40,18,24,1157,11213,3017,3776,0,FWD
011,245,-3744,-1440,86,40,14,16,1521,11577,3035,3776,615,0RT
000,197,-5472,976,88,40,85,40,1125,12702,3011,3776,0,FWD
001,220,-3552,-3520,79,40,27,16,5132,16709,3212,3776,370,0LF
000,218,-4080,-704,81,20,18,40,5612,480,3236,3739,0,FWD
100,231,1120,-432,83,13,17,36,5703,571,3240,3744,370,1LF
000,277,-768,-992,81,40,50,40,6583,880,3284,3288,0,FWD
100,297,-3792,-5840,83,16,74,40,7130,1427,3312,3315,375,1LF
000,355,1440,-5104,84,36,37,40,8014,884,3356,3281,0,FWD
100,325,-640,4608,87,15,31,22,9380,2250,3424,3349,572,1LF
000,341,-528,-2704,89,33,35,40,10463,1083,3455,3323,0,FWD
100,66,-1536,752,90,17,30,40,11647,2267,3455,3383,504,1LF
000,39,-336,2512,82,40,59,40,12660,1013,3455,3275,0,FWD
100,87,-2384,-1680,80,11,63,40,13024,1377,3455,3293,549,1LF
000,140,-464,-560,87,40,76,40,14084,1060,3455,3261,0,FWD
100,96,944,-688,82,15,16,20,16268,3244,3455,3370,594,1LF
000,137,-144,-1824,82,40,31,40,17372,1104,3455,3002,0,FWD
100,159,1648,2208,83,11,32,40,17463,1195,3455,3007,564,1LF
000,209,-2880,2528,82,40,53,40,18537,1074,3455,3032,0,FWD
100,220,-1328,-640,91,17,24,40,22269,4806,3455,3219,370,1RT
000,190,-4064,-2432,88,18,18,40,480,5286,3395,3243,0,FWD
010,187,-1280,-192,88,14,15,18,571,5377,3399,3247,427,1RT
000,146,-4832,-3136,82,32,24,22,937,6314,3383,3294,0,FWD
001,145,-2480,-1776,79,30,31,17,1302,6679,3401,3312,699,0RT
001,110,-1184,-752,85,40,38,14,1210,7889,2962,3373,415,0RT
000,31,-1984,3248,85,40,65,40,925,8814,2984,3419,0,FWD
001,35,16,592,84,40,23,16,4475,12364,3162,3478,370,0LF
000,51,-3760,-1024,87,40,23,37,4954,479,3186,3002,0,FWD
100,134,2384,2800,85,15,17,40,5409,934,3208,3025,370,1LF
000,123,-1280,5168,88,18,27,40,6288,879,3252,3036,0,FWD
010,129,-80,2032,84,11,15,40,7198,1789,3298,3081,585,1LF
000,172,-832,656,84,40,65,40,8294,1096,3353,3088,0,FWD
001,199,2432,2720,92,40,39,14,10024,2826,3438,3175,516,0LF
000,217,-3664,-1056,82,40,58,40,11050,1026,3438,3055,0,FWD
100,228,3472,1600,84,16,33,24,13235,3211,3438,3164,391,1LF
000,257,-1824,1552,83,39,23,40,14137,902,3438,2709,0,FWD
010,321,-2656,1744,78,19,14,40,14774,1539,3438,2741,565,1LF
000,290,1792,-6592,84,40,58,40,15929,1155,3438,2775,0,FWD
001,330,1360,1344,86,40,18,16,19207,4433,3438,2939,370,0LF
010,19,-1008,-160,88,10,15,34,19687,480,3438,2892,370,1LF
000,26,880,1504,83,23,31,40,20568,881,3438,2798,0,FWD
010,59,848,-4816,84,40,0,40,23939,4252,3438,2967,370,ALF
100,106,1872,-2800,85,9,18,40,24499,560,3438,2872,370,1LF
000,154,-3888,1440,86,40,36,40,25380,881,3438,2744,0,FWD
001,139,-3424,-2512,87,40,31,16,26654,2155,3438,2807,489,0LF
000,153,-6656,-1584,81,29,27,40,27654,1000,3438,2775,0,FWD
100,164,-1344,880,80,17,28,40,28929,2275,3438,2839,461,1LF
000,188,-512,1984,85,40,87,40,29901,972,3438,2387,0,FWD
001,214,608,1872,85,40,17,12,33997,5068,3438,2592,370,0LF
010,205,-2704,384,80,40,11,35,34477,480,3438,2588,370,1LF
100,246,1008,496,87,14,29,40,35437,960,3438,2564,403,1LF
000,293,1008,1536,84,40,47,40,36351,914,3438,2497,0,FWD
100,311,-96,-1152,88,17,40,33,38627,3190,3438,2611,708,1LF
000,15,-2752,-2096,83,34,73,40,39846,1219,3438,2559,0,FWD
010,22,-4080,-2288,85,16,13,40,43577,4950,3438,2745,370,1RT
010,333,-3856,-2448,86,30,14,40,480,5430,3318,2769,370,0RT
000,331,-3392,-560,86,40,57,40,961,6391,3213,2817,0,FWD
001,221,-640,2560,89,21,20,17,4510,9940,3391,2995,370,0LF
010,29,-176,9680,84,12,15,22,4990,480,3415,2950,370,1LF
011,356,3600,-2672,86,27,11,9,5871,881,3459,2832,528,0LF
